OBJECTID,Shape,radicado,fecha,hora,dia,periodo,clase,direccion,direccion_enc,cbml,tipo_geocod,gravedad,barrio,comuna,diseno,dia_nombre,mes,mes_nombre,longitud,latitud,x_origen_nacional,y_origen_nacional 
8299,"(4715746.433400001, 2250689.192399999)",1568177,2017-01-26 00:00:00,09:30 AM,26,2017,Atropello,CR 56 CL 64,CR  056   064  000 00000,1004,Malla vial,HERIDO,El Chagualo,La Candelaria,Tramo de via,JUEVES   ,01,,-75.56992948,6.26248987,4715746.4334,2250689.1924
8300,"(4713037.2286, 2251927.3254000023)",1568277,2017-01-26 00:00:00,09:50 PM,26,2017,Choque,CR 80 CL 63,CR  080   063  000 00000,0717,Malla vial cruce invertido,HERIDO,Robledo,Robledo,Tramo de via,JUEVES   ,01,,-75.5944617,6.27356274,4713037.2286,2251927.3254
8301,"(4712670.1548999995, 2245935.5928000007)",1570003,2017-02-10 00:00:00,11:30 AM,10,2017,Otro,CL 10 CR 75,CL  010   075  000 00000,1606,Malla vial,HERIDO,Las Playas,Belén,Tramo de via,VIERNES  ,02,,-75.59751093,6.21937804,4712670.1549,2245935.5928
8302,"(4714179.7310999995, 2253128.026800001)",1570002,2017-02-10 00:00:00,02:50 AM,10,2017,Otro,CL 80 CR 81,CL  080   081  000 00000,0711,Malla vial aproximada: CL 80-80,HERIDO,El Diamante,Robledo,Tramo de via,VIERNES  ,02,,-75.58419291,6.28446882,4714179.7311,2253128.0268
8303,"(4716953.3887, 2252218.124399999)",1570053,2017-02-10 00:00:00,12:00 AM,10,2017,Otro,CL 83 CR 50 A,CL  083   050 A  000 00000,0414,Malla vial,HERIDO,Brasilia,Aranjuez,Tramo de via,VIERNES  ,02,,-75.55909225,6.2763659,4716953.3887,2252218.1244
8304,"(4716135.775000001, 2244079.0079999994)",1570320,2017-02-10 00:00:00,04:40 PM,10,2017,Choque,CR 35 CL 5 A,CR  035   005 A  000 00000,1417,Malla vial cruce invertido,SOLO DAÑOS,La Florida,El Poblado,Interseccion,VIERNES  ,02,,-75.56612126,6.20274621,4716135.775,2244079.008
8305,"(4716017.6607, 2250908.9712000005)",1570072,2017-02-10 00:00:00,08:30 PM,10,2017,Choque,CL 67 CR 53,CL  067   053  000 00000,0406,Malla vial,SOLO DAÑOS,Universidad de Antioquia,Aranjuez,Tramo de via,VIERNES  ,02,,-75.56748871,6.26448882,4716017.6607,2250908.9712
8306,"(4716497.934100001, 2250861.254900001)",1570064,2017-02-10 00:00:00,07:50 PM,10,2017,Choque,CR 51 CL 67,CR  051   067  000 00000,0408,EPM sin Interior,SOLO DAÑOS,San Pedro,Aranjuez,Tramo de via,VIERNES  ,02,,-75.56314739,6.26407866,4716497.9341,2250861.2549
8307,"(4716457.2433, 2249906.8220000025)",1571902,2017-02-22 00:00:00,06:30 PM,22,2017,Choque,CL 58 CR 49,CL  058   049  000 00000,1018,Malla vial,HERIDO,Villa Nueva,La Candelaria,Tramo de via,MIÉRCOLES,02,,-75.56347293,6.25544809,4716457.2433,2249906.822
8308,"(4714467.1619, 2252282.2097000014)",1571617,2017-02-22 00:00:00,07:30 PM,22,2017,Choque,CR 72 A CL 78 B,CR  072 A   078 B  000 00000,0707,Malla vial,HERIDO,Bosques de San Pablo,Robledo,Tramo de via,MIÉRCOLES,02,,-75.58155826,6.27683496,4714467.1619,2252282.2097
8309,"(4715373.783300001, 2252218.500400001)",1571591,2017-02-22 00:00:00,05:15 AM,22,2017,Choque,CR 64 CL 80,CR  064   080  000 00000,0516,Malla vial aproximada: CR 65-80,HERIDO,Terminal de Transporte,Castilla,Tramo de via,MIÉRCOLES,02,,-75.57336411,6.27629932,4715373.7833,2252218.5004
8310,"(4717068.460400001, 2255563.9718999993)",1571729,2017-02-22 00:00:00,05:00 PM,22,2017,Otro,CR 63 CL 112,CR  063   112  000 00000,0501,Malla vial,HERIDO,Toscana,Castilla,Tramo de via,MIÉRCOLES,02,,-75.55820058,6.30662001,4717068.4604,2255563.9719
8311,"(4715869.4774, 2252148.1844999995)",1571580,2017-02-22 00:00:00,07:00 AM,22,2017,Choque,CR 63 CL 77,CR  063   077  000 00000,0417,Malla vial aproximada: CR 62-77,HERIDO,Parque Norte,Aranjuez,Tramo de via,MIÉRCOLES,02,,-75.56888238,6.27568562,4715869.4774,2252148.1845
8312,"(4714462.306700001, 2243255.4327000026)",1576236,2017-03-29 00:00:00,08:15 AM,29,2017,Choque,CL 12 sur CR 49,CL S 012   049  000 00000,,Malla vial,HERIDO,,,Tramo de via,MIÉRCOLES,03,,-75.58120274,6.19522709,4714462.3067,2243255.4327
8313,"(4707042.4189, 2242212.9825)",1576335,2017-03-29 00:00:00,12:30 PM,29,2017,Caida Ocupante,CL 39 D sur CR 66 A,CL S 039 D   066 A  000 00000,8000,Malla vial,HERIDO,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,Lote o Predio,MIÉRCOLES,03,,-75.64818204,6.18547261,4707042.4189,2242212.9825
8314,"(4716704.1999, 2249991.6239000037)",1576414,2017-03-29 00:00:00,05:35 PM,29,2017,Choque,CR 47 CL 60,CR  047   060  000 00000,1001,Malla vial,HERIDO,Prado,La Candelaria,Interseccion,MIÉRCOLES,03,,-75.56124548,6.25622565,4716704.1999,2249991.6239
8315,"(4711566.5926, 2247590.1045000013)",1576123,2017-03-29 00:00:00,05:40 PM,29,2017,Otro,CR 84 CL 32,CR  084   032  000 00000,1617,Malla vial,HERIDO,Las Mercedes,Belén,Lote o Predio,MIÉRCOLES,03,,-75.60755415,6.23428642,4711566.5926,2247590.1045
8316,"(4713345.291400002, 2247366.133300001)",1576093,2017-03-29 00:00:00,11:00 AM,29,2017,Otro,CL 30 A CR 70,CL  030 A   070  000 00000,1602,Malla vial,HERIDO,Rosales,Belén,Tramo de via,MIÉRCOLES,03,,-75.59147526,6.23234088,4713345.2914,2247366.1333
8317,"(4717049.7252, 2247195.313500004)",1576096,2017-03-29 00:00:00,01:00 PM,29,2017,Caida Ocupante,CR 28 CL 34,CR  028   034  000 00000,0913,Malla vial aproximada: CR 29-33,HERIDO,Loreto,Buenos Aires,Tramo de via,MIÉRCOLES,03,,-75.55800099,6.23096003,4717049.7252,2247195.3135
8318,"(4715138.844600001, 2248479.2271)",1576118,2017-03-29 00:00:00,07:50 PM,29,2017,Otro,CR 55 CL 41,CR  055   041  000 00000,1010,Malla vial,HERIDO,Centro Administrativo,La Candelaria,Tramo de via,MIÉRCOLES,03,,-75.5753211,6.24248341,4715138.8446,2248479.2271
8319,"(4718152.531800002, 2255184.182499999)",1576190,2017-03-29 00:00:00,02:20 PM,29,2017,Caida Ocupante,CR 46 CL 120,CR  046   120  000 00000,0103,Malla vial,HERIDO,Popular,Popular,Tramo de via,MIÉRCOLES,03,,-75.54838849,6.3032344,4718152.5318,2255184.1825
8320,"(4715138.844600001, 2248479.2271)",1576033,2017-03-29 00:00:00,07:18 AM,29,2017,Choque,CR 55 CL 41,CR  055   041  000 00000,1010,Malla vial,HERIDO,Centro Administrativo,La Candelaria,Tramo de via,MIÉRCOLES,03,,-75.5753211,6.24248341,4715138.8446,2248479.2271
8321,"(4715614.624300001, 2248883.5396999996)",1576196,2017-03-29 00:00:00,02:30 PM,29,2017,Choque,CR 52 CL 45,CR  052   045  000 00000,1007,Malla vial,HERIDO,Guayaquil,La Candelaria,Tramo de via,MIÉRCOLES,03,,-75.57104054,6.24615969,4715614.6243,2248883.5397
8322,"(4715814.145800001, 2255856.3575)",1575025,2017-03-19 00:00:00,02:40 PM,19,2017,Choque,CR 74 CL 113,CR  074   113  000 00000,0503,Malla vial,SOLO DAÑOS,Florencia,Castilla,Interseccion,DOMINGO  ,03,,-75.5695471,6.30920759,4715814.1458,2255856.3575
8323,"(4716814.7614, 2254877.3311)",1575117,2017-03-19 00:00:00,03:20 PM,19,2017,Choque,CL 111 B CR 64,CL  111 B   064  000 00000,0506,Malla vial,SOLO DAÑOS,Plaza de Ferias,Castilla,Lote o Predio,DOMINGO  ,03,,-75.56046245,6.300401,4716814.7614,2254877.3311
8324,"(4714934.4074, 2245782.3772000037)",1575053,2017-03-19 00:00:00,03:00 PM,19,2017,Choque,CR 49 CL 16 A,CR  049   016 A  000 00000,1403,Malla vial,SOLO DAÑOS,Villa Carlota,El Poblado,Tramo de via,DOMINGO  ,03,,-75.57704906,6.21809308,4714934.4074,2245782.3772
8325,"(4713282.523100001, 2249356.0228000022)",1575057,2017-03-19 00:00:00,05:30 AM,19,2017,Choque,CR 73 CL 44 A,CR  073   044 A  000 00000,1117,Malla vial,SOLO DAÑOS,Florida Nueva,Laureles Estadio,Interseccion,DOMINGO  ,03,,-75.59213079,6.25032777,4713282.5231,2249356.0228
8326,"(4712744.428600001, 2246688.058600003)",1575066,2017-03-19 00:00:00,10:30 AM,19,2017,Choque,CR 76 CL 23,CR  076   023  000 00000,1605,Malla vial,SOLO DAÑOS,San Bernardo,Belén,Interseccion,DOMINGO  ,03,,-75.59687337,6.22618402,4712744.4286,2246688.0586
8327,"(4717879.907700001, 2248231.6648999993)",1575038,2017-03-19 00:00:00,08:10 AM,19,2017,Choque,CR 27 A CL 49 A,CR  027 A   049 A  000 00000,0905,Malla vial,SOLO DAÑOS,Alejandro Echavarría,Buenos Aires,Tramo de via,DOMINGO  ,03,,-75.55054611,6.24036586,4717879.9077,2248231.6649
8328,"(4718578.803400001, 2247967.683600001)",1575279,2017-03-19 00:00:00,09:00 PM,19,2017,Choque,CL 52 CR 20,CL  052   020  000 00000,0813,Malla vial,SOLO DAÑOS,Villatina,Villa Hermosa,Tramo de via,DOMINGO  ,03,,-75.54422037,6.23800979,4718578.8034,2247967.6836
8329,"(4716018.311700002, 2254608.2632)",1575107,2017-03-19 00:00:00,07:30 PM,19,2017,Choque,CL 103 C CR 66,CL  103 C   066  000 00000,0509,Malla vial,SOLO DAÑOS,Girardot,Castilla,Tramo de via,DOMINGO  ,03,,-75.56764681,6.29793305,4716018.3117,2254608.2632
8330,"(4712705.377600001, 2246539.619000001)",1575118,2017-03-19 00:00:00,11:00 AM,19,2017,Choque,CR 76 CL 20 A,CR  076   020 A  000 00000,1605,Malla vial,SOLO DAÑOS,San Bernardo,Belén,Tramo de via,DOMINGO  ,03,,-75.59721956,6.22484031,4712705.3776,2246539.619
8331,"(4710426.384900001, 2252318.9529999997)",1575201,2017-03-19 00:00:00,09:30 PM,19,2017,Choque,CL 63 CR 108 BB,CL  063   108 BB 000 00000,6098,Malla vial aproximada: CL 63-108A,SOLO DAÑOS,Área de Expansión Pajarito,Corregimiento de San Cristóbal,Interseccion,DOMINGO  ,03,,-75.61806765,6.27698578,4710426.3849,2252318.953
8332,"(4716916.208700001, 2248302.815200003)",1575080,2017-03-19 00:00:00,12:20 AM,19,2017,Choque,CL 45 CR 36 A,CL  045   036 A  000 00000,0907,Malla vial,SOLO DAÑOS,Buenos Aires,Buenos Aires,Interseccion,DOMINGO  ,03,,-75.5592558,6.24096685,4716916.2087,2248302.8152
8333,"(4717444.6212, 2248140.697900001)",1575079,2017-03-19 00:00:00,02:00 AM,19,2017,Choque,CR 31 CL 47,CR  031   047  000 00000,0907,Malla vial,SOLO DAÑOS,Buenos Aires,Buenos Aires,Interseccion,DOMINGO  ,03,,-75.55447474,6.23952437,4717444.6212,2248140.6979
8334,"(4712580.838600001, 2248509.2075000014)",1575068,2017-03-19 00:00:00,09:30 AM,19,2017,Choque,CL 35 CR 78,CL  035   078  000 00000,1108,Malla vial,SOLO DAÑOS,Laureles,Laureles Estadio,Lote o Predio,DOMINGO  ,03,,-75.59843232,6.24264083,4712580.8386,2248509.2075
8335,"(4716017.6607, 2250908.9712000005)",1576346,2017-03-30 00:00:00,08:00 AM,30,2017,Caida Ocupante,CL 67 CR 53,CL  067   053  000 00000,0406,Malla vial,HERIDO,Universidad de Antioquia,Aranjuez,Tramo de via,JUEVES   ,03,,-75.56748871,6.26448882,4716017.6607,2250908.9712
8336,"(4700903.936, 2246263.1574000046)",1576280,2017-03-30 00:00:00,06:00 PM,30,2017,Caida Ocupante,CL 7 CR 70,CL  007   070  000 00000,,No Ubicada,HERIDO,,,Tramo de via,JUEVES   ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8337,"(4714921.4826, 2245694.7617000006)",1576344,2017-03-30 00:00:00,11:00 PM,30,2017,Volcamiento,CR 49 CL 16,CR  049   016  000 00000,1403,Malla vial,HERIDO,Villa Carlota,El Poblado,Tramo de via,JUEVES   ,03,,-75.57716197,6.21730041,4714921.4826,2245694.7617
8338,"(4715251.268299999, 2251920.8065000027)",1576249,2017-03-30 00:00:00,07:00 AM,30,2017,Caida Ocupante,CR 65 CL 75,CR  065   075  000 00000,0517,Malla vial,HERIDO,Caribe,Castilla,Tramo de via,JUEVES   ,03,,-75.57445781,6.27360253,4715251.2683,2251920.8065
8339,"(4713421.2432, 2253518.2738000005)",1576251,2017-03-30 00:00:00,08:00 AM,30,2017,Volcamiento,CL 78 B CR 91,CL  078 B   091  000 00000,0713,Malla vial,HERIDO,Aures No.1,Robledo,Tramo de via,JUEVES   ,03,,-75.59106336,6.28796294,4713421.2432,2253518.2738
8340,"(4713303.669200001, 2244028.4962000027)",1576412,2017-03-30 00:00:00,06:55 AM,30,2017,Choque,CL 9 sur CR 53 D,CL S 009   053 D  000 00000,1501,Malla vial,HERIDO,El Rodeo,Guayabal,Tramo de via,JUEVES   ,03,,-75.59170346,6.20216495,4713303.6692,2244028.4962
8341,"(4714650.0947, 2249070.4574999996)",1573075,2017-03-04 00:00:00,09:00 AM,04,2017,Otro,CR 62 CL 44,CR  062   044  000 00000,1008,Malla vial,HERIDO,Corazón de Jesús,La Candelaria,Tramo de via,SÁBADO   ,03,,-75.57976284,6.24780687,4714650.0947,2249070.4575
8342,"(4700903.936, 2246263.1574000046)",1573066,2017-03-04 00:00:00,01:30 PM,04,2017,Atropello,CL 63 CR 999,CL  063   999  000 00000,,No Ubicada,HERIDO,,,Tramo de via,SÁBADO   ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8343,"(4700903.936, 2246263.1574000046)",1573120,2017-03-04 00:00:00,04:00 PM,04,2017,Atropello,CR 63 CL 96,CR  063   096  000 00000,,No Ubicada,HERIDO,,,Tramo de via,SÁBADO   ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8344,"(4714913.5063000005, 2254663.2415999994)",1573074,2017-03-04 00:00:00,11:00 AM,04,2017,Atropello,CL 100 CR 76,CL  100   076  000 00000,0603,Malla vial,HERIDO,Doce de Octubre No.2,Doce de Octubre,Lote o Predio,SÁBADO   ,03,,-75.57763161,6.29838086,4714913.5063,2254663.2416
8345,"(4714512.2862, 2249990.6844999995)",1572516,2017-02-27 00:00:00,08:40 AM,27,2017,Choque,CL 50 CR 65,CL  050   065  000 00000,1101,Malla vial,HERIDO,Carlos E. Restrepo,Laureles Estadio,Tramo de via,LUNES    ,02,,-75.58104869,6.25612018,4714512.2862,2249990.6845
8346,"(4714628.963, 2246173.8819999974)",1572526,2017-02-27 00:00:00,09:15 AM,27,2017,Choque,CR 52 CL 20,CR  052   020  000 00000,1504,Malla vial,HERIDO,Santa Fé,Guayabal,Interseccion,LUNES    ,02,,-75.57982571,6.22161907,4714628.963,2246173.882
8347,"(4714685.524100001, 2244605.0472999997)",1572392,2017-02-27 00:00:00,07:00 PM,27,2017,Choque,CL 2 CR 50,CL  002   050  000 00000,1507,Malla vial,HERIDO,Campo Amor,Guayabal,Tramo de via,LUNES    ,02,,-75.57924562,6.20743829,4714685.5241,2244605.0473
8348,"(4714634.073200001, 2248292.2692000046)",1572511,2017-02-27 00:00:00,06:20 PM,27,2017,Choque,CR 63 B CL 35,CR  063 B   035  000 00000,1105,Malla vial,HERIDO,Los Conquistadores,Laureles Estadio,Interseccion,LUNES    ,02,,-75.57987314,6.24077085,4714634.0732,2248292.2692
8349,"(4714903.853699999, 2247983.181400001)",1572417,2017-02-27 00:00:00,01:40 PM,27,2017,Volcamiento,CL 32 F CR 63,CL  032 F   063  000 00000,1621,Malla vial,HERIDO,Cerro Nutibara,Belén,Lote o Predio,LUNES    ,02,,-75.57742218,6.23798844,4714903.8537,2247983.1814
8350,"(4716852.807700001, 2250227.6708000004)",1572521,2017-02-27 00:00:00,08:15 AM,27,2017,Choque,CL 63 CR 47,CL  063   047  000 00000,1001,Malla vial,HERIDO,Prado,La Candelaria,Interseccion,LUNES    ,02,,-75.55991324,6.25836624,4716852.8077,2250227.6708
8351,"(4713800.7399, 2249220.956700001)",1572517,2017-02-27 00:00:00,06:30 AM,27,2017,Choque,CL 44 CR 69,CL  044   069  000 00000,1103,Malla vial,HERIDO,Naranjal,Laureles Estadio,Tramo de via,LUNES    ,02,,-75.58744299,6.24912976,4713800.7399,2249220.9567
8352,"(4712955.707900002, 2252084.3938000016)",1576399,2017-03-30 00:00:00,06:00 PM,30,2017,Volcamiento,CL 65 CR 84,CL  065   084  000 00000,0717,Malla vial,HERIDO,Robledo,Robledo,Lote o Predio,JUEVES   ,03,,-75.59520526,6.27497906,4712955.7079,2252084.3938
8353,"(4714458.0386000015, 2252242.705000004)",1576275,2017-03-30 00:00:00,01:00 PM,30,2017,Otro,CR 72 CL 79,CR  072   079  000 00000,0707,Malla vial aproximada: CR 72-78,HERIDO,Bosques de San Pablo,Robledo,Tramo de via,JUEVES   ,03,,-75.58163892,6.2764774,4714458.0386,2252242.705
8354,"(4714650.0947, 2249070.4574999996)",1576281,2017-03-30 00:00:00,09:30 AM,30,2017,Otro,CR 62 CL 45,CR  062   045  000 00000,1008,Malla vial aproximada: CR 62-44,HERIDO,Corazón de Jesús,La Candelaria,Lote o Predio,JUEVES   ,03,,-75.57976284,6.24780687,4714650.0947,2249070.4575
8355,"(4718032.034899999, 2249250.172100004)",1576288,2017-03-30 00:00:00,06:30 PM,30,2017,Otro,CL 58 CR 29,CL  058   029  000 00000,0808,Malla vial,HERIDO,Enciso,Villa Hermosa,Tramo de via,JUEVES   ,03,,-75.54921628,6.24958068,4718032.0349,2249250.1721
8356,"(4716927.934700001, 2248164.462700002)",1573037,2017-03-04 00:00:00,01:20 PM,04,2017,Atropello,CR 36 CL 43,CR  036   043  000 00000,0911,Malla vial,HERIDO,Gerona,Buenos Aires,Tramo de via,SÁBADO   ,03,,-75.55914379,6.23971655,4716927.9347,2248164.4627
8357,"(4718514.678600001, 2247834.6318000033)",1573014,2017-03-04 00:00:00,12:30 AM,04,2017,Choque,CL 49 CR 17 C,CL  049   017 C  000 00000,0905,Malla vial,HERIDO,Alejandro Echavarría,Buenos Aires,Tramo de via,SÁBADO   ,03,,-75.5447939,6.23680408,4718514.6786,2247834.6318
8358,"(4700903.936, 2246263.1574000046)",1573163,2017-03-04 00:00:00,05:00 PM,04,2017,Choque,CL 999 CR 999,CL  999   999  000 00000,,No Ubicada,HERIDO,,,Tramo de via,SÁBADO   ,03,,-75.70381587,6.22180566,4700903.936,2246263.1574
8359,"(4715123.698500001, 2255292.9569999985)",1573363,2017-03-04 00:00:00,10:18 PM,04,2017,Choque,CR 77 B CL 104 B,CR  077 B   104 B  000 00000,0603,Malla vial,HERIDO,Doce de Octubre No.2,Doce de Octubre,Interseccion,SÁBADO   ,03,,-75.57576054,6.30408327,4715123.6985,2255292.957
8360,"(4713944.3826, 2244187.473100001)",1573045,2017-03-04 00:00:00,10:10 AM,04,2017,Choque,CL 6 sur CR 52,CL S 006   052  000 00000,1509,Malla vial,HERIDO,Cristo Rey,Guayabal,Paso Elevado,SÁBADO   ,03,,-75.5859225,6.20363049,4713944.3826,2244187.4731
8361,"(4715517.0972, 2254334.172200002)",1573072,2017-03-04 00:00:00,06:30 PM,04,2017,Otro,CL 99 CR 70,CL  099   070  000 00000,0509,Malla vial,HERIDO,Girardot,Castilla,Lote o Predio,SÁBADO   ,03,,-75.57216328,6.29543278,4715517.0972,2254334.1722
8362,"(4713618.2065, 2248928.6097999997)",1574041,2017-03-10 00:00:00,06:20 PM,10,2017,Choque,CR 70 CL 4,CR  070   004  000 00000,1107,Malla vial,SOLO DAÑOS,Bolivariana,Laureles Estadio,Tramo de via,VIERNES  ,03,,-75.58907908,6.24647866,4713618.2065,2248928.6098
8363,"(4712961.7105, 2250234.153000001)",1574093,2017-03-10 00:00:00,02:30 PM,10,2017,Choque,CR 77 B CL 48,CR  077 B   048  000 00000,1113,Malla vial,SOLO DAÑOS,El Estadio,Laureles Estadio,Interseccion,VIERNES  ,03,,-75.59506832,6.25825221,4712961.7105,2250234.153
8364,"(4716544.129, 2249601.127200002)",1574181,2017-03-10 00:00:00,08:45 AM,10,2017,Choque,CR 46 CL 56,CR  046   056  000 00000,1018,Malla vial,SOLO DAÑOS,Villa Nueva,La Candelaria,Tramo de via,VIERNES  ,03,,-75.56267448,6.25268821,4716544.129,2249601.1272
8365,"(4714980.3726, 2249755.9839000013)",1573931,2017-03-10 00:00:00,08:10 AM,10,2017,Choque,CR 62 CL 50,CR  062   050  000 00000,1006,Malla vial,SOLO DAÑOS,San Benito,La Candelaria,Tramo de via,VIERNES  ,03,,-75.5768093,6.25401911,4714980.3726,2249755.9839
8366,"(4714343.7172, 2249152.0500000007)",1573969,2017-03-10 00:00:00,12:40 PM,10,2017,Choque,CL 44 CR 64,CL  044   064  000 00000,1103,Malla vial,SOLO DAÑOS,Naranjal,Laureles Estadio,Tramo de via,VIERNES  ,03,,-75.58253442,6.24853093,4714343.7172,2249152.05
8367,"(4715863.340799999, 2248286.742999999)",1574132,2017-03-10 00:00:00,03:30 PM,10,2017,Choque,CR 45 CL 41,CR  045   041  000 00000,1014,Malla vial,SOLO DAÑOS,Las Palmas,La Candelaria,Tramo de via,VIERNES  ,03,,-75.5687672,6.24077521,4715863.3408,2248286.743
8368,"(4715570.725, 2244705.9169000015)",1573948,2017-03-10 00:00:00,11:30 AM,10,2017,Choque,CR 43 A CL 7 D,CR  043 A   007 D  000 00000,1418,Malla vial,SOLO DAÑOS,El Poblado,El Poblado,Tramo de via,VIERNES  ,03,,-75.5712533,6.20838914,4715570.725,2244705.9169
8369,"(4713968.794400001, 2253291.279500002)",1573890,2017-03-10 00:00:00,08:45 PM,10,2017,Choque,CL 80 CR 86,CL  080   086  000 00000,0711,Malla vial,SOLO DAÑOS,El Diamante,Robledo,Tramo de via,VIERNES  ,03,,-75.58610603,6.28593529,4713968.7944,2253291.2795
8370,"(4714550.0754, 2242711.1987999994)",1574056,2017-03-10 00:00:00,08:00 PM,10,2017,Choque,CR 48 CL 16 A Sur,CR  048  S 016 A  000 00000,1423,Malla vial,SOLO DAÑOS,Santa María de los Ángeles,El Poblado,Tramo de via,VIERNES  ,03,,-75.58038598,6.19031072,4714550.0754,2242711.1988
8371,"(4715617.512600002, 2253135.6757999994)",1574088,2017-03-10 00:00:00,05:10 PM,10,2017,Choque,CR 64 C CL 92,CR  064 C   092  000 00000,0513,Malla vial aproximada: CR 65-92,SOLO DAÑOS,Francisco Antonio Zea,Castilla,Tramo de via,VIERNES  ,03,,-75.57120272,6.28460203,4715617.5126,2253135.6758
8372,"(4714592.8175, 2243220.852500001)",1574183,2017-03-10 00:00:00,01:30 PM,10,2017,Choque,CR 48 CL 12 Sur,CR  048  S 012  000 00000,1422,EPM sin Interior,SOLO DAÑOS,La Aguacatala,El Poblado,Lote o Predio,VIERNES  ,03,,-75.58002224,6.1949202,4714592.8175,2243220.8525
8373,"(4712826.7506, 2252188.9850000013)",1573928,2017-03-10 00:00:00,06:20 AM,10,2017,Choque,CR 86 CL 66,CR  086   066  000 00000,0717,Malla vial aproximada: CR 86-65,SOLO DAÑOS,Robledo,Robledo,Tramo de via,VIERNES  ,03,,-75.59637505,6.27591884,4712826.7506,2252188.985
8374,"(4715411.802300001, 2252161.295400001)",1574105,2017-03-10 00:00:00,05:20 PM,10,2017,Choque,CR 64 C CL 78,CR  064 C   078  000 00000,0516,Malla vial,SOLO DAÑOS,Terminal de Transporte,Castilla,Glorieta,VIERNES  ,03,,-75.57301807,6.27578384,4715411.8023,2252161.2954
8375,"(4711588.807999999, 2246027.170900002)",1574142,2017-03-10 00:00:00,03:00 PM,10,2017,Choque,CL 8 CR 84 B,CL  008   084 B  000 00000,1611,Malla vial,SOLO DAÑOS,Loma de los Bernal,Belén,Lote o Predio,VIERNES  ,03,,-75.60728371,6.22015781,4711588.808,2246027.1709
8376,"(4713944.3826, 2244187.473100001)",1574052,2017-03-10 00:00:00,04:15 PM,10,2017,Choque,CL 6 sur CR 52,CL S 006   052  000 00000,1509,Malla vial,SOLO DAÑOS,Cristo Rey,Guayabal,Paso Elevado,VIERNES  ,03,,-75.5859225,6.20363049,4713944.3826,2244187.4731
8377,"(4711957.833, 2248080.9718000013)",1573952,2017-03-10 00:00:00,07:50 AM,10,2017,Choque,CL 33 CR 81 A,CL  033   081 A  000 00000,1110,Malla vial,SOLO DAÑOS,La Castellana,Laureles Estadio,Tramo de via,VIERNES  ,03,,-75.60404157,6.23874156,4711957.833,2248080.9718
8378,"(4715317.3425, 2251568.460500004)",1573947,2017-03-10 00:00:00,01:15 PM,10,2017,Choque,CR 64 C CL 72,CR  064 C   072  000 00000,0517,Malla vial,SOLO DAÑOS,Caribe,Castilla,Lote o Predio,VIERNES  ,03,,-75.5738452,6.27042003,4715317.3425,2251568.4605
8379,"(4715704.7826, 2249693.5801999997)",1571623,2017-02-22 00:00:00,02:00 AM,22,2017,Atropello,CL 53 CR 54,CL  053   054  000 00000,1005,Malla vial,HERIDO,Estación Villa,La Candelaria,Tramo de via,MIÉRCOLES,02,,-75.57026177,6.253487,4715704.7826,2249693.5802
8380,"(4715188.325200001, 2249646.6812999994)",1571636,2017-02-22 00:00:00,08:45 AM,22,2017,Choque,CL 50 CR 57,CL  050   057  000 00000,1006,Malla vial cruce invertido,HERIDO,San Benito,La Candelaria,Tramo de via,MIÉRCOLES,02,,-75.57492569,6.25304015,4715188.3252,2249646.6813
8381,"(4714179.7310999995, 2253128.026800001)",1571698,2017-02-22 00:00:00,07:20 AM,22,2017,Otro,CL 80 CR 80,CL  080   080  000 00000,0711,Malla vial,HERIDO,El Diamante,Robledo,Tramo de via,MIÉRCOLES,02,,-75.58419291,6.28446882,4714179.7311,2253128.0268
8382,"(4718430.6736, 2253454.5371000003)",1571628,2017-02-22 00:00:00,08:30 PM,22,2017,Otro,CR 36 CL 97,CR  036   097  000 00000,0107,Malla vial,HERIDO,San Pablo,Popular,Tramo de via,MIÉRCOLES,02,,-75.54579909,6.28760922,4718430.6736,2253454.5371
8383,"(4718364.0137, 2251128.5523999985)",1571588,2017-02-22 00:00:00,02:00 PM,22,2017,Choque,CR 34 CL 71 A,CR  034   071 A  000 00000,0309,Malla vial,HERIDO,Versalles No. 1,Manrique,Interseccion,MIÉRCOLES,02,,-75.5462992,6.26657739,4718364.0137,2251128.5524
8384,"(4700903.936, 2246263.1574000046)",1571875,2017-02-22 00:00:00,09:20 PM,22,2017,Caida Ocupante,CR 43 A CL 4,CR  043 A   004  000 00000,,No Ubicada,HERIDO,,,Lote o Predio,MIÉRCOLES,02,,-75.70381587,6.22180566,4700903.936,2246263.1574
8385,"(4713196.559800002, 2251907.3355)",1571861,2017-02-22 00:00:00,06:00 PM,22,2017,Otro,CR 80 CL 65,CR  080   065  000 00000,0705,Malla vial,HERIDO,Facultad de Minas U. Nacional,Robledo,Tramo de via,MIÉRCOLES,02,,-75.59302128,6.27338915,4713196.5598,2251907.3355
8386,"(4714938.2066, 2246587.5822)",1571694,2017-02-22 00:00:00,12:30 PM,22,2017,Volcamiento,CR 50 CL 25,CR  050   025  000 00000,1504,Malla vial,HERIDO,Santa Fé,Guayabal,Tramo de via,MIÉRCOLES,02,,-75.57705022,6.22537283,4714938.2066,2246587.5822
