OBJECTID,Shape,radicado,fecha,hora,dia,periodo,clase,direccion,direccion_enc,cbml,tipo_geocod,gravedad,barrio,comuna,diseno,dia_nombre,mes,mes_nombre,longitud,latitud,x_origen_nacional,y_origen_nacional 
45305,"(4715872.686399999, 2249026.798100002)",1580455,2017-05-02 00:00:00,07:50 AM,02,2017,Choque,CL 47 CR 49,CL  047   049  000 00000,1019,Malla vial aproximada: CL 47-50,SOLO DAÑOS,La Candelaria,La Candelaria,Tramo de via,MARTES   ,05,,-75.56871539,6.24746624,4715872.6864,2249026.7981
45306,"(4710057.855400002, 2249706.0063000023)",1578985,2017-04-21 00:00:00,07:30 AM,21,2017,Choque,CL 39 F CR 108,CL  039 F   108  000 00000,1310,Malla vial aproximada: CL 39D-108,SOLO DAÑOS,Veinte de Julio,San Javier,Tramo de via,VIERNES  ,04,,-75.62127926,6.25334723,4710057.8554,2249706.0063
45307,"(4716020.1973, 2254208.403900001)",1588555,2017-07-05 00:00:00,03:30 PM,05,2017,Choque,CR 64 C CL 101,CR  064 C   101  000 00000,0510,Malla vial,SOLO DAÑOS,Tricentenario,Castilla,Tramo de via,MIÉRCOLES,07,,-75.567612,6.29431813,4716020.1973,2254208.4039
45308,"(4715562.667300001, 2248760.7957999986)",1581684,2017-05-11 00:00:00,07:10 PM,11,2017,Choque,CL 44 CR 53,CL  044   053  000 00000,1007,Malla vial aproximada: CL 44-52,SOLO DAÑOS,Guayaquil,La Candelaria,Tramo de via,JUEVES   ,05,,-75.57150453,6.24504771,4715562.6673,2248760.7958
45309,"(4716986.7488, 2250578.8550000004)",1580128,2017-05-01 00:00:00,06:30 AM,01,2017,Caida Ocupante,CR 48 CL 65 F,CR  048   065 F  000 00000,1001,Malla vial,HERIDO,Prado,La Candelaria,Lote o Predio,LUNES    ,05,,-75.55871857,6.26154712,4716986.7488,2250578.855
45310,"(4714993.760800001, 2251305.138700003)",1583610,2017-05-26 00:00:00,10:40 AM,26,2017,Choque,CR 65 CL 67,CR  065   067  000 00000,0517,Malla vial,HERIDO,Caribe,Castilla,Tramo de via,VIERNES  ,05,,-75.57675704,6.26802506,4714993.7608,2251305.1387
45311,"(4715259.917000001, 2247498.2490000017)",1582828,2017-05-19 00:00:00,10:00 AM,19,2017,Choque,CR 50 CL 32,CR  050   032  000 00000,1012,Malla vial,HERIDO,Perpetuo Socorro,La Candelaria,Interseccion,VIERNES  ,05,,-75.57418399,6.23362006,4715259.917,2247498.249
45312,"(4716447.591800001, 2249186.9806000013)",1585225,2017-06-07 00:00:00,09:40 AM,07,2017,Choque,CL 52 CR 45,CL  052   045  000 00000,1019,Malla vial,HERIDO,La Candelaria,La Candelaria,Interseccion,MIÉRCOLES,06,,-75.56352842,6.24893976,4716447.5918,2249186.9806
45313,"(4715373.783300001, 2252218.500400001)",1580382,2017-05-02 00:00:00,09:45 AM,02,2017,Volcamiento,CR 64 C CL 80,CR  064 C   080  000 00000,0516,Malla vial aproximada: CR 65-80,HERIDO,Terminal de Transporte,Castilla,Lote o Predio,MARTES   ,05,,-75.57336411,6.27629932,4715373.7833,2252218.5004
45314,"(4712867.569200001, 2246787.0698000044)",1580732,2017-05-04 00:00:00,05:10 PM,04,2017,Choque,CL 25 CR 75,CL  025   075  000 00000,1605,Malla vial,SOLO DAÑOS,San Bernardo,Belén,Tramo de via,JUEVES   ,05,,-75.59576532,6.2270846,4712867.5692,2246787.0698
45315,"(4714895.7416, 2249798.4860999994)",1581213,2017-05-08 00:00:00,06:40 AM,08,2017,Choque,CR 63 CL 50,CR  063   050  000 00000,1101,Malla vial,SOLO DAÑOS,Carlos E. Restrepo,Laureles Estadio,Tramo de via,LUNES    ,05,,-75.57757579,6.2543996,4714895.7416,2249798.4861
45316,"(4717726.358200001, 2247108.3570000026)",1577783,2017-04-10 00:00:00,06:20 AM,10,2017,Otro,CL 38 CR 25,CL  038   025  000 00000,0909,Malla vial aproximada: CL 38-24,HERIDO,Cataluña,Buenos Aires,Lote o Predio,LUNES    ,04,,-75.55188424,6.2302035,4717726.3582,2247108.357
45317,"(4710262.4967, 2249847.019700002)",1587702,2017-06-28 00:00:00,06:10 PM,28,2017,Choque,CL 40 CR 106,CL  040   106  000 00000,1309,Malla vial aproximada: CL 40-105,SOLO DAÑOS,San Javier No.1,San Javier,Tramo de via,MIÉRCOLES,06,,-75.61943682,6.25463126,4710262.4967,2249847.0197
45318,"(4716143.9889, 2246054.190200001)",1586260,2017-06-14 00:00:00,10:00 PM,14,2017,Choque,CR 38 CL 18,CR  038   018  000 00000,1404,Malla vial aproximada: CR 38-19,SOLO DAÑOS,Castropol,El Poblado,Tramo de via,MIÉRCOLES,06,,-75.56613359,6.22060367,4716143.9889,2246054.1902
45319,"(4700903.936, 2246263.1574000046)",1579392,2017-04-25 00:00:00,11:00 AM,25,2017,Otro,CR 999 CL 999,CR  999   999  000 00000,,No Ubicada,HERIDO,,,Tramo de via,MARTES   ,04,,-75.70381587,6.22180566,4700903.936,2246263.1574
45320,"(4710087.430800001, 2248845.7589)",1585986,2017-06-12 00:00:00,11:30 AM,12,2017,Choque,CR 105 B CL 34 B,CR  105 B   034 B  000 00000,1311,Malla vial,SOLO DAÑOS,Belencito,San Javier,Tramo de via,LUNES    ,06,,-75.62097334,6.24557165,4710087.4308,2248845.7589
45321,"(4716444.3204, 2254988.769100003)",1573499,2017-03-08 00:00:00,06:30 AM,08,2017,Otro,CR 64 C CL 104,CR  064 C   104  000 00000,0502,Malla vial,HERIDO,Las Brisas,Castilla,Lote o Predio,MIÉRCOLES,03,,-75.56381452,6.30139203,4716444.3204,2254988.7691
45322,"(4715317.3425, 2251568.460500004)",1573608,2017-03-07 00:00:00,06:05 AM,07,2017,Choque,CR 64 C CL 72,CR  064 C   072  000 00000,0517,Malla vial,SOLO DAÑOS,Caribe,Castilla,Lote o Predio,MARTES   ,03,,-75.5738452,6.27042003,4715317.3425,2251568.4605
45323,"(4717290.2241, 2248216.146900004)",1573149,2017-03-02 00:00:00,10:00 AM,02,2017,Choque,CR 33 CL 47,CR  033   047  000 00000,0907,Malla vial,HERIDO,Buenos Aires,Buenos Aires,Tramo de via,JUEVES   ,03,,-75.55587295,6.24019972,4717290.2241,2248216.1469
45324,"(4718830.132600001, 2248386.7706000004)",1571724,2017-02-22 00:00:00,10:30 AM,22,2017,Choque,CL 56 BB CR 21,CL  056 BB  021  000 00000,0812,Malla vial,SOLO DAÑOS,La Libertad,Villa Hermosa,Tramo de via,MIÉRCOLES,02,,-75.54196799,6.24180968,4718830.1326,2248386.7706
45325,"(4712188.250500001, 2248560.879900003)",1569882,2017-02-09 00:00:00,03:50 PM,09,2017,Choque,CL 35 CR 80 B,CL  035   080 B  000 00000,1109,Malla vial,HERIDO,Las Acacias,Laureles Estadio,Tramo de via,JUEVES   ,02,,-75.60198136,6.24309045,4712188.2505,2248560.8799
45326,"(4712604.018100001, 2247259.848700002)",1565959,2017-01-09 00:00:00,02:20 PM,09,2017,Choque,CL 30 NorteCon CR 78,CL  030   078  000 00000,1603,Malla vial,HERIDO,Belén,Belén,Tramo de via,LUNES    ,01,,-75.59816727,6.23134704,4712604.0181,2247259.8487
45327,"(4714246.374, 2246730.8807999995)",1572572,2017-02-28 00:00:00,05:00 PM,28,2017,Otro,CR 66 B CL 25,CR  066 B   025  000 00000,1503,Malla vial aproximada: CR 65-25,HERIDO,Trinidad,Guayabal,Lote o Predio,MARTES   ,02,,-75.58330664,6.22663777,4714246.374,2246730.8808
45328,"(4713636.052400001, 2252384.3696)",1571946,2017-02-23 00:00:00,04:50 PM,23,2017,Choque,CL 76 CR 80,CL  076   080  000 00000,0715,Malla vial,HERIDO,Villa Flora,Robledo,Tramo de via,JUEVES   ,02,,-75.58907184,6.27772145,4713636.0524,2252384.3696
45329,"(4712327.4586000005, 2247253.7335)",1568437,2017-01-28 00:00:00,05:20 PM,28,2017,Choque,CL 30 CR 80,CL  030   080  000 00000,1603,EPM con Interior,SOLO DAÑOS,Belén,Belén,Tramo de via,SÁBADO   ,01,,-75.60066545,6.23127944,4712327.4586,2247253.7335
45330,"(4718514.678600001, 2247834.6318000033)",1565624,2017-01-04 00:00:00,05:30 PM,04,2017,Caida Ocupante,CL 49 CR 17 C,CL  049   017 C  000 00000,0905,Malla vial,HERIDO,Alejandro Echavarría,Buenos Aires,Lote o Predio,MIÉRCOLES,01,,-75.5447939,6.23680408,4718514.6786,2247834.6318
45331,"(4713196.559800002, 2251907.3355)",1575553,2017-03-24 00:00:00,07:30 AM,24,2017,Caida Ocupante,CR 80 CL 65,CR  080   065  000 00000,0705,Malla vial,HERIDO,Facultad de Minas U. Nacional,Robledo,Lote o Predio,VIERNES  ,03,,-75.59302128,6.27338915,4713196.5598,2251907.3355
45332,"(4716782.043300001, 2251648.0113999993)",1566300,2017-01-12 00:00:00,11:30 AM,12,2017,Atropello,CL 77 CR 50 B,CL  077   050 B  000 00000,0414,Malla vial,HERIDO,Brasilia,Aranjuez,Tramo de via,JUEVES   ,01,,-75.56061521,6.27120408,4716782.0433,2251648.0114
45333,"(4715462.120800001, 2252175.5087)",1607232,2017-11-25 00:00:00,05:40 PM,25,2017,Choque,CR 64 C CL 77,CR  064 C   077  000 00000,0516,Malla vial,SOLO DAÑOS,Terminal de Transporte,Castilla,Tramo de via,SÁBADO   ,11,,-75.57256407,6.27591457,4715462.1208,2252175.5087
45334,"(4716135.461600001, 2248953.3691000026)",1611086,2017-12-24 00:00:00,07:50 PM,24,2017,Atropello,CR 46 CL 48,CR  046   048  000 00000,1019,Malla vial,HERIDO,La Candelaria,La Candelaria,Tramo de via,DOMINGO  ,12,,-75.5663381,6.24681398,4716135.4616,2248953.3691
45335,"(4715518.607800001, 2252862.9568000007)",1608177,2017-11-29 00:00:00,03:10 PM,29,2017,Choque,CR 65 CL 89,CR  065   089  000 00000,0514,Malla vial,SOLO DAÑOS,Alfonso López,Castilla,Tramo de via,MIÉRCOLES,11,,-75.57208422,6.28213207,4715518.6078,2252862.9568
45336,"(4700903.936, 2246263.1574000046)",1606419,2017-11-19 00:00:00,11:10 PM,19,2017,Choque,CR 12 CL 11 Sur,CR  012  S 011  000 00000,,No Ubicada,SOLO DAÑOS,,,Tramo de via,DOMINGO  ,11,,-75.70381587,6.22180566,4700903.936,2246263.1574
45337,"(4716381.3938, 2244730.658800004)",1608949,2017-12-06 00:00:00,09:00 AM,06,2017,Choque,CL 10 CR 32 D,CL  010   032 D  000 00000,1406,Malla vial aproximada: CL 10-32B,SOLO DAÑOS,Las Lomas No.1,El Poblado,Tramo de via,MIÉRCOLES,12,,-75.56393089,6.20864837,4716381.3938,2244730.6588
45338,"(4716135.461600001, 2248953.3691000026)",1609606,2017-12-14 00:00:00,11:20 AM,14,2017,Choque,CR 46 CL 48,CR  046   048  000 00000,1019,Malla vial,SOLO DAÑOS,La Candelaria,La Candelaria,Interseccion,JUEVES   ,12,,-75.5663381,6.24681398,4716135.4616,2248953.3691
45339,"(4711531.158600001, 2250457.120500004)",1607256,2017-11-23 00:00:00,06:22 PM,23,2017,Choque,CL 48 E CR 93,CL  048 E   093  000 00000,1306,Malla vial,SOLO DAÑOS,La Pradera,San Javier,Tramo de via,JUEVES   ,11,,-75.60800265,6.26020387,4711531.1586,2250457.1205
45340,"(4716324.960500001, 2249222.9076000024)",1611557,2017-12-27 00:00:00,09:00 PM,27,2017,Choque,CR 46 CL 52,CR  046   052  000 00000,1019,Malla vial,SOLO DAÑOS,La Candelaria,La Candelaria,Tramo de via,MIÉRCOLES,12,,-75.56463793,6.24925916,4716324.9605,2249222.9076
45341,"(4713754.565200002, 2252481.098100003)",1599274,2017-09-22 00:00:00,12:10 PM,22,2017,Choque,CR 80 CL 77 CC,CR  080   077 CC 000 00000,0715,Malla vial aproximada: CR 80-76,SOLO DAÑOS,Villa Flora,Robledo,Tramo de via,VIERNES  ,09,,-75.58800541,6.27860122,4713754.5652,2252481.0981
45342,"(4716215.195, 2244461.552100001)",1599172,2017-09-22 00:00:00,01:30 PM,22,2017,Choque,CR 35 CL 7,CR  035   007  000 00000,1417,Malla vial,HERIDO,La Florida,El Poblado,Tramo de via,VIERNES  ,09,,-75.56542053,6.20620817,4716215.195,2244461.5521
45343,"(4715400.963800001, 2250804.298000004)",1609604,2017-12-14 00:00:00,06:30 AM,14,2017,Caida Ocupante,CR 63 CL 67,CR  063   067  000 00000,0701,Malla vial aproximada: CR 63-66,HERIDO,Universidad Nacional,Robledo,Lote o Predio,JUEVES   ,12,,-75.57305582,6.2635152,4715400.9638,2250804.298
45344,"(4710707.8259, 2246271.2992000002)",1604886,2017-11-08 00:00:00,12:10 PM,08,2017,Atropello,CL 18 CR 91,CL  018   091  000 00000,7001,Malla vial,HERIDO,Altavista Sector Central,Corregimiento de Altavista,Tramo de via,MIÉRCOLES,11,,-75.61525322,6.22232547,4710707.8259,2246271.2992
45345,"(4713709.5357, 2246414.9629000016)",1609083,2017-12-10 00:00:00,10:45 PM,10,2017,Choque,CR 65 GG CL 25,CR  065 GG  025  000 00000,1506,Malla vial cruce invertido,SOLO DAÑOS,Parque Juan Pablo II,Guayabal,Interseccion,DOMINGO  ,12,,-75.58814248,6.22375792,4713709.5357,2246414.9629
45346,"(4716269.407400001, 2248497.6894000024)",1609393,2017-12-11 00:00:00,03:40 AM,11,2017,Choque,CR 43 CL 44,CR  043   044  000 00000,1015,Malla vial,HERIDO,Bomboná No. 1,La Candelaria,Interseccion,LUNES    ,12,,-75.5651079,6.24270021,4716269.4074,2248497.6894
45347,"(4715294.046099999, 2253253.1997000016)",1604895,2017-11-04 00:00:00,06:50 PM,04,2017,Choque,CL 92 D CR 68,CL  092 D   068  000 00000,0513,Malla vial,SOLO DAÑOS,Francisco Antonio Zea,Castilla,Tramo de via,SÁBADO   ,11,,-75.57413052,6.28565014,4715294.0461,2253253.1997
45348,"(4715487.732300001, 2252680.122200001)",1605806,2017-11-15 00:00:00,06:30 AM,15,2017,Volcamiento,CR 65 CL 84,CR  065   084  000 00000,0516,Malla vial,HERIDO,Terminal de Transporte,Castilla,Tramo de via,MIÉRCOLES,11,,-75.57235507,6.28047775,4715487.7323,2252680.1222
45349,"(4714700.422499999, 2244206.2129000016)",1603511,2017-10-27 00:00:00,04:00 AM,27,2017,Choque,CR 50 CL 4 Sur,CR  050  S 004  000 00000,1422,Malla vial aproximada: CR S 49-4,HERIDO,La Aguacatala,El Poblado,Tramo de via,VIERNES  ,10,,-75.57909348,6.20383323,4714700.4225,2244206.2129
45350,"(4717123.4708, 2254535.4246000014)",1603564,2017-10-27 00:00:00,05:20 AM,27,2017,Caida Ocupante,CR 52 CL 106,CR  052   106  000 00000,0208,Malla vial aproximada: CR 52-105,HERIDO,Villa Niza,Santa Cruz,Tramo de via,VIERNES  ,10,,-75.55765796,6.29732359,4717123.4708,2254535.4246
45351,"(4715373.783300001, 2252218.500400001)",1602676,2017-10-20 00:00:00,12:30 PM,20,2017,Choque,CR 65 CL 80,CR  065   080  000 00000,0516,Malla vial,HERIDO,Terminal de Transporte,Castilla,Tramo de via,VIERNES  ,10,,-75.57336411,6.27629932,4715373.7833,2252218.5004
45352,"(4717271.417200001, 2249293.9997000024)",1607431,2017-11-27 00:00:00,03:13 PM,27,2017,Choque,CL 58 CR 37,CL  058   037  000 00000,1017,Malla vial,SOLO DAÑOS,Los Ángeles,La Candelaria,Interseccion,LUNES    ,11,,-75.55609015,6.24994354,4717271.4172,2249293.9997
45353,"(4714182.114700002, 2252639.1613000035)",1607369,2017-11-23 00:00:00,02:20 PM,23,2017,Atropello,CL 78 B CR 75,CL  078 B   075  000 00000,0708,Malla vial,HERIDO,Altamira,Robledo,Tramo de via,JUEVES   ,11,,-75.58414956,6.2800493,4714182.1147,2252639.1613
45354,"(4712324.8907, 2247241.8159999996)",1593483,2017-08-11 00:00:00,06:50 AM,11,2017,Choque,CR 80 CL 31 A,CR  080   031 A  000 00000,1603,Malla vial aproximada: CR 80-30,SOLO DAÑOS,Belén,Belén,Tramo de via,VIERNES  ,08,,-75.60068812,6.23117158,4712324.8907,2247241.816
45355,"(4710819.503900001, 2248871.0712)",1597381,2017-09-08 00:00:00,10:00 AM,08,2017,Choque,CL 35 CR 89 A,CL  035   089 A  000 00000,1209,Malla vial,HERIDO,Santa Mónica,La América,Interseccion,VIERNES  ,09,,-75.6143608,6.2458334,4710819.5039,2248871.0712
45356,"(4719028.508900001, 2254408.2302)",1600745,2017-10-03 00:00:00,09:20 PM,03,2017,Caida Ocupante,CL 29 CR 29,CL  029   029  000 00000,0102,Malla vial cruce invertido,HERIDO,Santo Domingo Savio No. 2,Popular,Lote o Predio,MARTES   ,10,,-75.5404393,6.29625775,4719028.5089,2254408.2302
45357,"(4712092.352500001, 2247575.316700002)",1593961,2017-08-15 00:00:00,06:20 PM,15,2017,Volcamiento,CL 32 CR 81 A,CL  032   081 A  000 00000,1618,Malla vial,HERIDO,Nueva Villa de Aburrá,Belén,Tramo de via,MARTES   ,08,,-75.60280374,6.23417621,4712092.3525,2247575.3167
45358,"(4717069.5742, 2255568.8161999974)",1592267,2017-08-03 00:00:00,05:00 PM,03,2017,Choque,CR 63 A CL 113,CR  063 A   113  000 00000,0501,Malla vial aproximada: CR 63-112,HERIDO,Toscana,Castilla,Tramo de via,JUEVES   ,08,,-75.55819073,6.30666385,4717069.5742,2255568.8162
45359,"(4716312.703399999, 2251845.432499999)",1602165,2017-10-15 00:00:00,01:30 AM,15,2017,Choque,CL 78 CR 52,CL  078   052  000 00000,0405,Malla vial,SOLO DAÑOS,Moravia,Aranjuez,Tramo de via,DOMINGO  ,10,,-75.56486442,6.27296816,4716312.7034,2251845.4325
45360,"(4715722.119500001, 2245402.8450000025)",1598601,2017-09-18 00:00:00,09:30 AM,18,2017,Choque,CR 43 A CL 14,CR  043 A   014  000 00000,1404,Malla vial,SOLO DAÑOS,Castropol,El Poblado,Tramo de via,LUNES    ,09,,-75.56991619,6.21469651,4715722.1195,2245402.845
45361,"(4714777.0809, 2242412.908400001)",1597462,2017-09-09 00:00:00,03:50 PM,09,2017,Choque,CR 43 A CL 18 Sur,CR  043 A  S 018  000 00000,1423,Malla vial aproximada: CR S 44-17,HERIDO,Santa María de los Ángeles,El Poblado,Tramo de via,SÁBADO   ,09,,-75.57832224,6.18762395,4714777.0809,2242412.9084
45362,"(4716099.875700001, 2244357.8036)",1592726,2017-08-07 00:00:00,06:15 AM,07,2017,Caida Ocupante,CL 5 E CR 35 A,CL  005 E   035 A  000 00000,1417,Malla vial,HERIDO,La Florida,El Poblado,Lote o Predio,LUNES    ,08,,-75.56645777,6.20526515,4716099.8757,2244357.8036
45363,"(4700903.936, 2246263.1574000046)",1602370,2017-10-17 00:00:00,05:20 PM,17,2017,Choque,CL 2 Sur CR 65,CL S 002   065  000 00000,,No Ubicada,HERIDO,,,Tramo de via,MARTES   ,10,,-75.70381587,6.22180566,4700903.936,2246263.1574
45364,"(4716879.420000001, 2250793.2523999996)",1596843,2017-09-04 00:00:00,03:00 PM,04,2017,Choque,CR 49 A CL 67,CR  049 A   067  000 00000,0409,Malla vial aproximada: CR 49-67,SOLO DAÑOS,Manrique Central No. 1,Aranjuez,Tramo de via,LUNES    ,09,,-75.55969771,6.2634807,4716879.42,2250793.2524
45365,"(4718091.953400002, 2250723.1692000013)",1601569,2017-10-11 00:00:00,09:20 AM,11,2017,Choque,CR 37 CL 68,CR  037   068  000 00000,0308,Malla vial,HERIDO,Manrique Oriental,Manrique,Tramo de via,MIÉRCOLES,10,,-75.54873949,6.26290044,4718091.9534,2250723.1692
45366,"(4700903.936, 2246263.1574000046)",1596528,2017-09-03 00:00:00,06:10 AM,03,2017,Choque,CL 999 CR 999,CL  999   999  000 00000,,No Ubicada,HERIDO,,,Tramo de via,DOMINGO  ,09,,-75.70381587,6.22180566,4700903.936,2246263.1574
45367,"(4715153.416, 2248965.9559000023)",1598760,2017-09-18 00:00:00,01:35 PM,18,2017,Choque,CR 57 CL 44,CR  057   044  000 00000,1009,Malla vial,SOLO DAÑOS,La Alpujarra,La Candelaria,Glorieta,LUNES    ,09,,-75.57521097,6.2468844,4715153.416,2248965.9559
45368,"(4712622.041, 2245011.0303000007)",1611292,2017-12-23 00:00:00,10:30 AM,23,2017,Choque,CL 1 DG 75 D,CL  001   075 D  000 00000,1608,Malla vial cruce invertido,SOLO DAÑOS,La Mota,Belén,Tramo de via,SÁBADO   ,12,,-75.59790455,6.21101739,4712622.041,2245011.0303
45369,"(4719476.8575, 2254554.8405000027)",1609839,2017-12-17 00:00:00,09:50 AM,17,2017,Atropello,CR 28 CL 108,CR  028   108  000 00000,0111,Malla vial cruce invertido,HERIDO,La Avanzada,Popular,Lote o Predio,DOMINGO  ,12,,-75.53639463,6.29760295,4719476.8575,2254554.8405
45370,"(4716114.726400001, 2250726.5216000024)",1611818,2017-12-23 00:00:00,12:05 PM,23,2017,Choque,CR 52 CL 65,CR  052   065  000 00000,1002,Malla vial,SOLO DAÑOS,Hospital San Vicente de Paúl,La Candelaria,Tramo de via,SÁBADO   ,12,,-75.56660367,6.26284364,4716114.7264,2250726.5216
45371,"(4717449.313, 2254873.8917000014)",1610604,2017-12-23 00:00:00,05:30 AM,23,2017,Choque,CL 109 CR 50 A,CL  109   050 A  000 00000,0205,Malla vial,HERIDO,La Francia,Santa Cruz,Tramo de via,SÁBADO   ,12,,-75.55472878,6.30039803,4717449.313,2254873.8917
45372,"(4716626.543100002, 2248558.4678000007)",1611636,2017-12-31 00:00:00,01:40 PM,31,2017,Choque,CR 40 CL 47,CR  040   047  000 00000,1015,Malla vial,SOLO DAÑOS,Bomboná No. 1,La Candelaria,Tramo de via,DOMINGO  ,12,,-75.56188402,6.24326541,4716626.5431,2248558.4678
45373,"(4716519.857000002, 2249869.017600002)",1611482,2017-12-31 00:00:00,06:30 AM,31,2017,Otro,CL 58 CR 48,CL  058   048  000 00000,1018,Malla vial,HERIDO,Villa Nueva,La Candelaria,Tramo de via,DOMINGO  ,12,,-75.56290557,6.25510907,4716519.857,2249869.0176
45374,"(4716879.420000001, 2250793.2523999996)",1592581,2017-08-05 00:00:00,01:40 PM,05,2017,Otro,CR 49 CL 67,CR  049   067  000 00000,0409,Malla vial,HERIDO,Manrique Central No. 1,Aranjuez,Lote o Predio,SÁBADO   ,08,,-75.55969771,6.2634807,4716879.42,2250793.2524
45375,"(4717512.5813, 2251820.2303000037)",1580672,2017-05-03 00:00:00,06:10 PM,03,2017,Caida Ocupante,CR 45 CL 80,CR  045   080  000 00000,0303,EPM con Interior,HERIDO,Campo Valdés No.2,Manrique,Tramo de via,MIÉRCOLES,05,,-75.55402235,6.2727933,4717512.5813,2251820.2303
45376,"(4715228.599100001, 2248876.6313000023)",1588702,2017-07-06 00:00:00,11:20 AM,06,2017,Choque,CR 55 CL 44,CR  055   044  000 00000,1007,Malla vial,HERIDO,Guayaquil,La Candelaria,Glorieta,JUEVES   ,07,,-75.57452778,6.24608017,4715228.5991,2248876.6313
45377,"(4711063.1313, 2247742.6648999993)",1586589,2017-06-19 00:00:00,01:00 AM,19,2017,Atropello,CR 89 CL 32,CR  089   032  000 00000,1617,Malla vial cruce invertido,HERIDO,Las Mercedes,Belén,Lote o Predio,LUNES    ,06,,-75.61210926,6.23564309,4711063.1313,2247742.6649
45378,"(4711800.063900001, 2250331.016400002)",1584920,2017-06-05 00:00:00,10:00 PM,05,2017,Otro,CL 48 CR 89,CL  048   089  000 00000,1206,Malla vial,HERIDO,Santa Lucía,La América,Tramo de via,LUNES    ,06,,-75.60556757,6.25907591,4711800.0639,2250331.0164
45379,"(4713587.810200001, 2253004.1407000013)",1584738,2017-06-03 00:00:00,09:15 PM,03,2017,Choque,CR 86 CL 77 D,CR  086   077 D  000 00000,0714,Malla vial,SOLO DAÑOS,Bello Horizonte,Robledo,Tramo de via,SÁBADO   ,06,,-75.58953541,6.28332236,4713587.8102,2253004.1407
45380,"(4715153.416, 2248965.9559000023)",1590554,2017-07-18 00:00:00,03:20 PM,18,2017,Choque,CR 57 CL 44,CR  057   044  000 00000,1009,Malla vial,SOLO DAÑOS,La Alpujarra,La Candelaria,Glorieta,MARTES   ,07,,-75.57521097,6.2468844,4715153.416,2248965.9559
45381,"(4714963.286000002, 2244622.9715)",1585425,2017-06-09 00:00:00,07:00 AM,09,2017,Otro,CR 48 CL 1,CR  048   001  000 00000,1421,Malla vial,HERIDO,Patio Bonito,El Poblado,Lote o Predio,VIERNES  ,06,,-75.57673716,6.20761256,4714963.286,2244622.9715
45382,"(4717599.8967, 2252293.7753999997)",1580270,2017-05-01 00:00:00,06:00 PM,01,2017,Choque,CR 45 CL 85,CR  045   085  000 00000,0302,EPM con Interior,SOLO DAÑOS,Las Granjas,Manrique,Tramo de via,LUNES    ,05,,-75.5532543,6.27707837,4717599.8967,2252293.7754
45383,"(4713698.502300001, 2243955.4562)",1586391,2017-06-17 00:00:00,09:30 AM,17,2017,Atropello,CR 52 CL 9 Sur,CR  052  S 009  000 00000,1510,Malla vial,HERIDO,Guayabal,Guayabal,Tramo de via,SÁBADO   ,06,,-75.58813347,6.20152207,4713698.5023,2243955.4562
45384,"(4715738.849399999, 2247067.0404000003)",1580781,2017-05-05 00:00:00,11:10 PM,05,2017,Otro,CR 43 A CL 30,CR  043 A   030  000 00000,1020,Malla vial,HERIDO,San Diego,La Candelaria,Lote o Predio,VIERNES  ,05,,-75.56983819,6.22974275,4715738.8494,2247067.0404
45385,"(4714979.142600001, 2246584.8534000013)",1586000,2017-06-13 00:00:00,05:10 PM,13,2017,Choque,CR 50 CL 26,CR  050   026  000 00000,1504,Malla vial aproximada: CR 50-25,SOLO DAÑOS,Santa Fé,Guayabal,Tramo de via,MARTES   ,06,,-75.57668028,6.22534997,4714979.1426,2246584.8534
45386,"(4718365.532400002, 2249207.387699999)",1591581,2017-07-29 00:00:00,09:00 PM,29,2017,Atropello,CL 57 CC CR 24 B,CL  057 CC  024 B  000 00000,0807,Malla vial,HERIDO,Los Mangos,Villa Hermosa,Tramo de via,SÁBADO   ,07,,-75.54620134,6.24920848,4718365.5324,2249207.3877
45387,"(4707274.456200001, 2241881.141899999)",1577047,2017-04-03 00:00:00,01:00 PM,03,2017,Choque,CL 42 CR 65 A,CL  042   065 A  000 00000,8000,Malla vial cruce invertido,HERIDO,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,Tramo de via,LUNES    ,04,,-75.64607114,6.18248316,4707274.4562,2241881.1419
45388,"(4700903.936, 2246263.1574000046)",1578772,2017-04-19 00:00:00,09:20 AM,19,2017,Choque,CR 20 CL 2 Sur,CR  020  S 002  000 00000,,No Ubicada,SOLO DAÑOS,,,Lote o Predio,MIÉRCOLES,04,,-75.70381587,6.22180566,4700903.936,2246263.1574
45389,"(4715807.215100001, 2253915.6469)",11881,2017-03-04 00:00:00,05:18 PM,04,2017,Atropello,CR 65 CL 97,CR  065   097  000 00000,0511,Malla vial,MUERTO,Castilla,Castilla,,SÁBADO   ,03,,-75.56952336,6.29166193,4715807.2151,2253915.6469
45390,"(4713403.130100001, 2253148.6252000015)",1586343,2017-06-16 00:00:00,01:50 PM,16,2017,Otro,CR 88 CL 77 CC,CR  088   077 CC 000 00000,0714,Malla vial,HERIDO,Bello Horizonte,Robledo,Lote o Predio,VIERNES  ,06,,-75.59121046,6.28462031,4713403.1301,2253148.6252
45391,"(4715388.593900001, 2243444.5501000043)",1579243,2017-04-21 00:00:00,02:45 PM,21,2017,Choque,CR 43 A CL 6 Sur,CR  043 A  S 006  000 00000,1415,Malla vial aproximada: CR S 42-7,SOLO DAÑOS,Los Balsos No.2,El Poblado,Tramo de via,VIERNES  ,04,,-75.57284332,6.19697752,4715388.5939,2243444.5501
